Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
MARUTI.NS,11502.85,2024/10/25,15:30 IST,-260.8506,11763.6,11794.3,11440.0,624461,,,,,,,
8591.T,3172.0,2024/10/25,15:15 JST,-45.0,3180.0,3197.0,3158.0,2761600,,,,,,,
LPPF.JK,1605.0,2024/10/25,16:14 WIB,-55.0,1660.0,1665.0,1615.0,2676500,,,,,,,
NY1.JO,3899.0,2024/10/25,15:03 SAST,29.0,3870.0,3901.0,3840.0,1193032,,,,,,,
ENELCHILE.SN,52.66,2024/10/25,09:31 CLST,0.15999985,52.66,52.66,52.66,79775,,,,,,,
DPG.VN,57300.0,2024/10/25,14:45 ICT,200.0,56900.0,58200.0,56900.0,951200,,,,,,,
6301.T,3921.0,2024/10/25,15:15 JST,-15.0,3914.0,3944.0,3905.0,1679000,,,,,,,
TVS.VN,21750.0,2024/10/25,14:45 ICT,-50.0,21700.0,21800.0,21500.0,66200,,,,,,,
ARI.JO,18156.0,2024/10/25,15:06 SAST,67.0,18034.0,18156.0,17719.0,222790,,,,,,,
PBID.JK,486.0,2024/10/25,16:13 WIB,4.0,482.0,486.0,482.0,367600,,,,,,,
028050.KS,18420.0,2024/10/25,15:30 KST,-1400.0,19750.0,19900.0,18190.0,2889389,,,,,,,
BMTR.JK,224.0,2024/10/25,16:06 WIB,-2.0,226.0,226.0,222.0,7774400,,,,,,,
6954.T,3887.0,2024/10/25,15:15 JST,31.0,3871.0,3904.0,3855.0,3358800,,,,,,,
LINK.JK,1320.0,2024/10/25,15:24 WIB,5.0,1315.0,1350.0,1315.0,8200,,,,,,,
AXISBANK.BO,1187.65,2024/10/25,15:54 IST,19.700073,1182.0,1201.1,1170.3,320685,,,,,,,
AXISBANK.NS,1189.35,2024/10/25,15:29 IST,22.0,1187.0,1201.75,1170.0,12798222,,,,,,,
298040.KS,392000.0,2024/10/25,15:30 KST,3000.0,393000.0,408500.0,384500.0,87967,,,,,,,
BIC.VN,31350.0,2024/10/25,14:45 ICT,150.0,31300.0,31450.0,31200.0,20900,,,,,,,
8801.T,1308.5,2024/10/25,15:15 JST,-10.5,1307.5,1318.5,1305.5,4836900,,,,,,,
MMLP.JK,525.0,2024/10/25,16:14 WIB,25.0,505.0,530.0,498.0,3450100,,,,,,,
TXN.MX,4030.0,2024/10/24,07:52 CST,0.0,4030.0,4030.0,4030.0,35,,,,,,,
FXICL.SN,29400.0,2024/10/17,13:47 CLST,8700.0,0.0,29400.0,29400.0,0,,,,,,,
ISRG.MX,10420.0,2024/10/21,10:15 CST,0.0,10368.2,10420.0,10420.0,0,,,,,,,
JARR.JK,314.0,2024/10/25,16:12 WIB,8.0,306.0,338.0,306.0,46237900,,,,,,,
N91.JO,3895.0,2024/10/25,15:03 SAST,30.0,3893.0,3895.0,3836.0,2754692,,,,,,,
CBUT.JK,1190.0,2024/10/25,14:59 WIB,-35.0,1250.0,1250.0,1190.0,300,,,,,,,
5108.T,5461.0,2024/10/25,15:15 JST,-101.0,5512.0,5538.0,5461.0,1419500,,,,,,,
348370.KQ,180400.0,2024/10/25,15:30 KST,1100.0,184300.0,186700.0,179400.0,95819,,,,,,,
DBD.VN,50200.0,2024/10/25,14:45 ICT,1200.0,49000.0,51400.0,49000.0,1331000,,,,,,,
CAT.MX,7751.0,2024/10/22,13:55 CST,0.0,7729.79,7751.0,7751.0,0,,,,,,,
0R2V.IL,241.0,2024/10/25,10:59 BST,11.0,230.03,241.0,228.72,7566,,,,,,,
TBS.JO,23800.0,2024/10/25,15:05 SAST,134.0,23595.0,23953.0,23568.0,45966,,,,,,,
QCOM.MX,3358.99,2024/10/24,13:50 CST,0.0,3358.99,3358.99,3358.99,36,,,,,,,
MZTF.TA,14650.0,2024/10/22,14:24 IDT,0.0,14930.0,14940.0,14650.0,308744,,,,,,,
AXP.MX,5379.6,2024/10/24,10:51 CST,0.0,5379.6,5379.6,5379.6,18,,,,,,,
WALM34.SA,29.48,2024/10/25,10:01 BRT,-0.010000229,29.48,29.48,29.48,3,,,,,,,
005940.KS,13540.0,2024/10/25,15:30 KST,30.0,13490.0,13740.0,13420.0,398813,,,,,,,
0QFP.IL,11005.392,2024/10/18,16:45 BST,5965.3916,0.0,11005.392,11005.392,255000,,,,,,,
LLOYL.XC,59.32,2024/10/25,14:21 BST,-2.7600021,62.4,62.48,59.24,38090549,,,,,,,
ARKO.JK,1120.0,2024/10/25,16:10 WIB,75.0,1045.0,1120.0,1045.0,736600,,,,,,,
271560.KS,96800.0,2024/10/25,15:30 KST,-1900.0,98700.0,98700.0,96500.0,85931,,,,,,,
214150.KQ,53000.0,2024/10/25,15:30 KST,2000.0,51100.0,53500.0,50000.0,519530,,,,,,,
AGR.VN,17600.0,2024/10/25,14:45 ICT,100.0,17650.0,17700.0,17500.0,342600,,,,,,,
AMAR.JK,212.0,2024/10/25,16:09 WIB,-2.0,214.0,216.0,210.0,537000,,,,,,,
GACB.L,122.55545,2024/10/25,12:20 BST,0.0,122.55545,122.55545,122.55545,25000,,,,,,,
NTPC.BO,398.85,2024/10/25,15:50 IST,-12.899994,402.5,407.6,391.7,763427,,,,,,,
NTPC.NS,398.9,2024/10/25,15:30 IST,-13.0,402.5,407.5,391.6,19637558,,,,,,,
8002.T,2315.0,2024/10/25,15:15 JST,-23.0,2315.5,2334.5,2297.5,3601700,,,,,,,
TGSU2.BA,5160.0,2024/10/24,16:59 ART,180.0,4950.0,5200.0,4940.0,224013,,,,,,,
NOWW.MX,18869.28,2024/10/24,13:30 CST,0.0,18869.28,18869.28,18869.28,153,,,,,,,
PDN.VN,105000.0,2024/10/25,14:04 ICT,-6200.0,110000.0,110000.0,105000.0,2200,,,,,,,
8053.T,3204.0,2024/10/25,15:15 JST,-28.0,3211.0,3232.0,3188.0,1873500,,,,,,,
BA.L,1293.0,2024/10/25,14:06 BST,-11.5,1299.5,1303.5,1288.0,1160672,,,,,,,
BAL.XC,1296.0,2024/10/25,14:19 BST,-9.5,1300.0,1303.5,1288.5,354542,,,,,,,
GE.MX,3580.0,2024/10/24,11:31 CST,0.0,3580.0,3580.0,3580.0,36,,,,,,,
SGRO.JK,2150.0,2024/10/25,15:32 WIB,10.0,2100.0,2170.0,2100.0,86000,,,,,,,
011170.KS,91300.0,2024/10/25,15:30 KST,200.0,91700.0,91700.0,90400.0,58946,,,,,,,
0700.HK,421.0,2024/10/25,16:08 HKT,-1.0,427.6,427.6,418.6,11951879,,,,,,,
KAEF.JK,700.0,2024/10/25,16:14 WIB,-5.0,705.0,725.0,695.0,994900,,,,,,,
307950.KS,142300.0,2024/10/25,15:30 KST,2600.0,141000.0,144600.0,139800.0,57386,,,,,,,
KIJA.JK,191.0,2024/10/25,16:14 WIB,-1.0,192.0,197.0,189.0,145154100,,,,,,,
PPC.VN,12300.0,2024/10/25,14:45 ICT,-100.0,12400.0,12450.0,12300.0,245800,,,,,,,
241560.KS,37800.0,2024/10/25,15:30 KST,-1350.0,39150.0,39150.0,37700.0,444387,,,,,,,
RDTX.JK,14700.0,2024/10/25,14:00 WIB,0.0,14700.0,14700.0,14700.0,100,,,,,,,
YULE.JK,2500.0,2024/10/24,09:00 WIB,0.0,2500.0,2500.0,2500.0,35300,,,,,,,
MTM.JO,2829.0,2024/10/25,15:06 SAST,-32.0,2810.0,2868.0,2810.0,581014,,,,,,,
SONA.JK,6000.0,2024/10/25,16:10 WIB,1170.0,5000.0,6025.0,5000.0,350400,,,,,,,
CMPC.SN,1592.9,2024/10/24,16:00 CLST,0.0,0.0,1592.9,1592.9,306,,,,,,,
078935.KS,38600.0,2024/10/25,15:30 KST,-50.0,38550.0,38750.0,38550.0,9118,,,,,,,
078930.KS,42050.0,2024/10/25,15:30 KST,0.0,42300.0,42350.0,41800.0,90507,,,,,,,
003230.KS,529000.0,2024/10/25,15:30 KST,-9000.0,542000.0,544000.0,525000.0,47206,,,,,,,
097950.KS,269500.0,2024/10/25,15:30 KST,-4500.0,272500.0,274000.0,267500.0,38638,,,,,,,
UCID.JK,965.0,2024/10/25,16:00 WIB,-5.0,965.0,970.0,960.0,123900,,,,,,,
MCM.VN,36200.0,2024/10/25,14:28 ICT,50.0,36100.0,36450.0,36050.0,32500,,,,,,,
PTB.VN,59000.0,2024/10/25,14:45 ICT,200.0,58800.0,59500.0,58800.0,58300,,,,,,,
097955.KS,132600.0,2024/10/25,15:30 KST,-1300.0,133800.0,133800.0,131500.0,4494,,,,,,,
6273.T,62980.0,2024/10/25,15:15 JST,700.0,62000.0,62980.0,62000.0,162500,,,,,,,
HOG.BA,12475.0,2024/10/24,16:58 ART,-1000.0,13150.0,13275.0,12375.0,1292,,,,,,,
ABT.MX,2312.0,2024/10/22,12:09 CST,0.0,2312.0,2312.0,2312.0,1,,,,,,,
TRU.JO,10701.0,2024/10/25,15:05 SAST,0.0,10568.0,10734.0,10568.0,762053,,,,,,,
PM.MX,2554.0,2024/10/22,09:54 CST,0.0,2554.0,2554.0,2554.0,0,,,,,,,
GMTD.JK,4020.0,2024/10/25,16:00 WIB,30.0,3990.0,4030.0,3990.0,900,,,,,,,
CELSIA.CL,3785.0,2024/10/23,15:59 EDT,0.0,0.0,0.0,0.0,0,,,,,,,
TUGU.JK,1135.0,2024/10/25,16:14 WIB,0.0,1135.0,1140.0,1130.0,2892700,,,,,,,
022100.KS,26450.0,2024/10/25,15:30 KST,0.0,26850.0,27150.0,26150.0,229910,,,,,,,
6146.T,37700.0,2024/10/25,15:15 JST,100.0,37230.0,38180.0,37190.0,4839600,,,,,,,
302440.KS,52300.0,2024/10/25,15:30 KST,-4400.0,56100.0,56100.0,52000.0,236070,,,,,,,
088980.KS,11770.0,2024/10/25,15:30 KST,20.0,11720.0,11770.0,11680.0,751510,,,,,,,
MBAP.JK,3340.0,2024/10/25,16:13 WIB,-40.0,3380.0,3380.0,3300.0,101300,,,,,,,
EXX.JO,17063.0,2024/10/25,15:06 SAST,188.0,16927.0,17068.0,16727.0,193707,,,,,,,
IBM.MX,4439.99,2024/10/24,13:41 CST,0.0,4300.0,4439.99,4439.99,131,,,,,,,
SAMF.JK,805.0,2024/10/25,14:03 WIB,5.0,800.0,805.0,800.0,11900,,,,,,,
STG.VN,42000.0,2024/10/25,13:35 ICT,-3000.0,42000.0,42000.0,42000.0,400,,,,,,,
SNT.JO,36748.0,2024/10/25,14:42 SAST,418.0,36173.0,36748.0,35991.0,5862,,,,,,,
GEG.VN,11500.0,2024/10/25,14:45 ICT,0.0,11500.0,11550.0,11450.0,316000,,,,,,,
MARK.JK,1100.0,2024/10/25,16:07 WIB,-10.0,1110.0,1145.0,1085.0,20933300,,,,,,,
LLOY.L,59.253,2024/10/25,14:06 BST,-2.9470024,62.38,62.52,59.24,127018366,,,,,,,
TLG.VN,52600.0,2024/10/25,14:45 ICT,-100.0,53400.0,53400.0,52600.0,64500,,,,,,,
128940.KS,330500.0,2024/10/25,15:30 KST,-2500.0,338000.0,338000.0,327000.0,94167,,,,,,,
VICI.JK,625.0,2024/10/25,15:44 WIB,0.0,620.0,625.0,615.0,76800,,,,,,,
BISI.JK,1400.0,2024/10/25,16:00 WIB,5.0,1395.0,1400.0,1390.0,252400,,,,,,,
016360.KS,47150.0,2024/10/25,15:30 KST,50.0,47100.0,48450.0,46800.0,379951,,,,,,,
TBLA.JK,700.0,2024/10/25,16:11 WIB,-5.0,705.0,715.0,695.0,5176500,,,,,,,
036570.KS,213500.0,2024/10/25,15:30 KST,3000.0,210500.0,221000.0,210000.0,135749,,,,,,,
GS.MX,10311.0,2024/10/24,10:14 CST,0.0,10311.0,10311.0,10311.0,10,,,,,,,
NICE.TA,67500.0,2024/10/22,14:24 IDT,0.0,67840.0,67840.0,67130.0,100691,,,,,,,
ADBE.MX,9585.0,2024/10/24,12:48 CST,0.0,9533.01,9585.0,9585.0,3361,,,,,,,
CPG.L,2502.0,2024/10/25,14:06 BST,7.0,2488.0,2505.0,2488.0,315010,,,,,,,
SANB.L,136.774,2024/10/25,12:19 BST,0.27400208,136.8,136.8,136.774,14633,,,,,,,
CPGL.XC,2503.5,2024/10/25,14:21 BST,9.5,2491.0,2506.5,2491.0,133996,,,,,,,
CARE.JK,127.0,2024/10/25,16:01 WIB,-2.0,128.0,133.0,127.0,34040600,,,,,,,
6178.T,1369.0,2024/10/25,15:15 JST,-5.0,1366.0,1373.5,1356.0,4023400,,,,,,,
BAJFINANCE.BO,6907.6,2024/10/25,15:40 IST,-133.0,7045.0,7058.3,6895.35,33106,,,,,,,
BAJFINANCE.NS,6910.15,2024/10/25,15:29 IST,-130.75,7040.9,7059.95,6893.3,1022200,,,,,,,
032640.KS,9960.0,2024/10/25,15:30 KST,40.0,9950.0,9970.0,9900.0,571919,,,,,,,
MNCN.JK,324.0,2024/10/25,16:14 WIB,-4.0,328.0,332.0,324.0,37717000,,,,,,,
GJTL.JK,1230.0,2024/10/25,16:14 WIB,-15.0,1250.0,1270.0,1230.0,16459400,,,,,,,
4543.T,2906.0,2024/10/25,15:15 JST,-9.5,2889.5,2908.0,2878.0,2470500,,,,,,,
MCD.MX,5993.83,2024/10/24,12:41 CST,0.0,5921.87,5993.83,5993.83,159,,,,,,,
4901.T,3602.0,2024/10/25,15:15 JST,-25.0,3600.0,3611.0,3556.0,2615400,,,,,,,
0Z4S.IL,428.2,2024/10/25,11:38 BST,6.8000183,422.0,428.2,418.8,24366,,,,,,,
454910.KS,66200.0,2024/10/25,15:30 KST,400.0,65800.0,67000.0,65000.0,238437,,,,,,,
ASRI.JK,214.0,2024/10/25,16:13 WIB,-6.0,220.0,232.0,214.0,99882900,,,,,,,
ANV.VN,32550.0,2024/10/25,14:45 ICT,-300.0,32900.0,33000.0,32550.0,647500,,,,,,,
161390.KS,35550.0,2024/10/25,15:30 KST,-650.0,36200.0,36800.0,35400.0,265975,,,,,,,
GACA.L,140.21,2024/10/25,13:02 BST,0.010009766,140.5,140.5,140.21,49901,,,,,,,
029780.KS,41000.0,2024/10/25,15:30 KST,350.0,40700.0,41200.0,40550.0,43258,,,,,,,
TMO.MX,11372.9,2024/10/23,11:57 CST,0.0,11138.41,11372.9,11372.9,4,,,,,,,
PAMP.BA,3235.0,2024/10/24,16:59 ART,70.0,3175.0,3240.0,3140.0,846781,,,,,,,
MSFT.NE,31.15,2024/10/24,15:59 EDT,0.069999695,31.18,31.18,30.95,132472,,,,,,,
010620.KS,110500.0,2024/10/25,15:30 KST,1700.0,109400.0,112800.0,108100.0,263182,,,,,,,
WFC.MX,1295.0,2024/10/24,13:44 CST,0.0,1286.99,1295.0,1295.0,34,,,,,,,
HT1.VN,11500.0,2024/10/25,14:45 ICT,-150.0,11700.0,11700.0,11500.0,469200,,,,,,,
CSCO.MX,1109.0,2024/10/24,13:55 CST,7.839966,1110.0,1109.0,1109.0,4433,,,,,,,
SUNPHARMA.NS,1860.4,2024/10/25,15:29 IST,11.5,1856.8,1875.6,1850.1,2147984,,,,,,,
SUNPHARMA.BO,1860.25,2024/10/25,15:30 IST,11.199951,1852.5,1875.0,1852.5,101033,,,,,,,
071050.KS,79200.0,2024/10/25,15:30 KST,1600.0,78000.0,79900.0,77300.0,168571,,,,,,,
071055.KS,53600.0,2024/10/25,15:30 KST,1300.0,52000.0,53800.0,52000.0,20646,,,,,,,
MPMX.JK,1030.0,2024/10/25,16:08 WIB,-5.0,1035.0,1040.0,1035.0,1930800,,,,,,,
HAH.VN,42050.0,2024/10/25,14:45 ICT,600.0,41600.0,42250.0,41200.0,1616800,,,,,,,
GRT.JO,1328.0,2024/10/25,15:05 SAST,-13.0,1347.0,1347.0,1322.0,2502243,,,,,,,
LILY34.SA,170.07,2024/10/25,10:03 BRT,2.5900116,170.07,170.07,169.82,937,,,,,,,
AVGO34.SA,14.16,2024/10/25,10:05 BRT,0.28999996,14.05,14.19,14.05,22562,,,,,,,
TMN.MX,3395.0,2024/10/23,13:52 CST,0.0,3395.0,3395.0,3395.0,1,,,,,,,
GOLF.JK,232.0,2024/10/25,16:11 WIB,6.0,226.0,236.0,224.0,23421600,,,,,,,
BX.MX,3352.67,2024/10/24,10:36 CST,0.0,3352.67,3352.67,3352.67,21,,,,,,,
LT.NS,3326.4,2024/10/25,15:30 IST,-116.25,3425.0,3435.0,3315.05,3236710,,,,,,,
LT.BO,3327.8,2024/10/25,15:47 IST,-115.30005,3434.95,3434.95,3315.15,233225,,,,,,,
MS.MX,2400.0,2024/10/18,13:29 CST,0.0,0.0,2400.0,2400.0,0,,,,,,,
141080.KQ,126000.0,2024/10/25,15:30 KST,-5000.0,131000.0,131000.0,124000.0,462715,,,,,,,
251270.KS,56000.0,2024/10/25,15:30 KST,-200.0,56300.0,57000.0,55500.0,67886,,,,,,,
006805.KS,4270.0,2024/10/25,15:30 KST,15.0,4260.0,4280.0,4245.0,7767,,,,,,,
ACNN.MX,7247.14,2024/10/24,13:29 CST,0.0,7247.14,7247.14,7247.14,200,,,,,,,
011070.KS,172300.0,2024/10/25,15:30 KST,-3700.0,176200.0,176900.0,171200.0,314251,,,,,,,
TCM.VN,45100.0,2024/10/25,14:45 ICT,-350.0,45450.0,45500.0,44650.0,1099900,,,,,,,
010120.KS,149500.0,2024/10/25,15:30 KST,400.0,149900.0,158900.0,149200.0,407513,,,,,,,
UGP.BA,4285.0,2024/10/24,16:58 ART,45.0,4230.0,4285.0,4200.0,365,,,,,,,
BDKR.JK,985.0,2024/10/25,16:14 WIB,15.0,965.0,985.0,965.0,20606500,,,,,,,
7751.T,4959.0,2024/10/25,15:15 JST,-80.0,4850.0,4988.0,4787.0,6719200,,,,,,,
TSLA34.SA,45.5,2024/10/25,10:06 BRT,-0.5,45.62,45.69,45.39,85835,,,,,,,
MCG.JO,11008.0,2024/10/25,15:02 SAST,-32.0,11096.0,11150.0,10985.0,79220,,,,,,,
VDS.VN,19850.0,2024/10/25,14:45 ICT,200.0,19650.0,19900.0,19550.0,952200,,,,,,,
PEP.MX,3447.0,2024/10/23,11:47 CST,0.0,3456.0,3447.0,3447.0,0,,,,,,,
QLT.JO,3345.0,2024/10/25,14:59 SAST,12.0,3350.0,3358.0,3319.0,188701,,,,,,,
AZNN.MX,1488.31,2024/10/23,11:58 CST,0.0,1488.31,1488.31,1488.31,128,,,,,,,
RR.L,559.0,2024/10/25,14:06 BST,4.200012,552.0,563.6,552.0,4682070,,,,,,,
NVDA.NE,32.93,2024/10/24,15:59 EDT,0.17000198,33.06,33.13,32.48,781296,,,,,,,
021240.KS,65500.0,2024/10/25,15:30 KST,-300.0,65800.0,68200.0,65100.0,95606,,,,,,,
RRL.XC,560.0,2024/10/25,14:21 BST,5.5999756,553.2,563.4,553.2,1579281,,,,,,,
SHELL.PR,775.6,2024/10/24,10:19 CEST,0.0,775.6,775.6,775.6,230,,,,,,,
AIL.JO,746.0,2024/10/25,15:06 SAST,7.0,749.0,760.0,726.0,148138,,,,,,,
6503.T,2301.5,2024/10/25,15:15 JST,-31.0,2321.0,2326.5,2281.5,5388900,,,,,,,
HEXA.JK,5700.0,2024/10/25,16:14 WIB,25.0,5675.0,5750.0,5675.0,557200,,,,,,,
TSMC34.SA,142.31,2024/10/25,10:06 BRT,1.5599976,142.2,143.09,142.2,335,,,,,,,
TMP.VN,68700.0,2024/10/24,09:15 ICT,-200.0,68700.0,68700.0,68700.0,100,,,,,,,
GRUBOLIVAR.CL,61000.0,2024/10/24,12:02 EDT,-500.0,0.0,0.0,0.0,0,,,,,,,
CHP.VN,32900.0,2024/10/25,13:30 ICT,0.0,32900.0,32900.0,32900.0,5000,,,,,,,
PNIN.JK,1190.0,2024/10/25,16:12 WIB,-30.0,1225.0,1230.0,1190.0,6270600,,,,,,,
CRH.L,7134.0,2024/10/25,14:03 BST,106.0,7088.0,7152.0,7056.0,92973,,,,,,,
CRHL.XC,7130.0,2024/10/25,14:20 BST,107.0,7090.0,7150.0,7052.0,38942,,,,,,,
AAPL.NE,33.86,2024/10/24,15:57 EDT,0.010002136,33.75,33.88,33.53,62960,,,,,,,
VSC.VN,16650.0,2024/10/25,14:45 ICT,50.0,16650.0,16800.0,16600.0,858700,,,,,,,
7182.T,1341.0,2024/10/25,15:15 JST,-2.5,1343.5,1349.0,1330.5,5421300,,,,,,,
BAF.VN,22650.0,2024/10/25,14:45 ICT,50.0,22650.0,22700.0,22350.0,2648800,,,,,,,
MASB.JK,3470.0,2024/10/25,14:13 WIB,10.0,3460.0,3480.0,3470.0,17500,,,,,,,
OMED.JK,177.0,2024/10/25,16:09 WIB,-1.0,179.0,180.0,177.0,2704500,,,,,,,
011790.KS,140000.0,2024/10/25,15:30 KST,-1600.0,143200.0,145000.0,139600.0,146908,,,,,,,
4578.T,9036.0,2024/10/25,15:15 JST,-159.0,9170.0,9180.0,8982.0,826500,,,,,,,
NGL.XC,998.0,2024/10/25,14:21 BST,-10.75,1006.0,1007.0,998.0,595855,,,,,,,
ORS.VN,14150.0,2024/10/25,14:45 ICT,50.0,14100.0,14200.0,13900.0,5448000,,,,,,,
NG.L,1000.0,2024/10/25,14:06 BST,-7.0,1002.5,1007.0,999.6,4174271,,,,,,,
00680K.KS,4030.0,2024/10/25,15:30 KST,10.0,4020.0,4045.0,4005.0,221596,,,,,,,
TOBA.JK,600.0,2024/10/25,16:14 WIB,-25.0,630.0,660.0,600.0,172133800,,,,,,,
SAME.JK,286.0,2024/10/25,16:12 WIB,-2.0,290.0,290.0,284.0,1016600,,,,,,,
MSTI.JK,1550.0,2024/10/25,16:00 WIB,-30.0,1580.0,1600.0,1555.0,495100,,,,,,,
BPII.JK,498.0,2024/10/25,15:27 WIB,-2.0,500.0,500.0,496.0,504000,,,,,,,
HDC.VN,27200.0,2024/10/25,14:45 ICT,150.0,27050.0,27700.0,27000.0,5115300,,,,,,,
005945.KS,12040.0,2024/10/25,15:30 KST,-10.0,12050.0,12060.0,12010.0,34372,,,,,,,
TFG.JO,14930.0,2024/10/25,15:04 SAST,48.0,14881.0,15015.0,14785.0,641069,,,,,,,
PAN.VN,23600.0,2024/10/25,14:45 ICT,100.0,23650.0,23700.0,23400.0,556100,,,,,,,
AMD.MX,3049.65,2024/10/24,13:48 CST,-0.18017578,3064.45,3049.65,3049.65,1302,,,,,,,
GLEN.L,401.4504,2024/10/25,14:06 BST,3.3504028,398.6,401.75,397.0,4630022,,,,,,,
AGRS.JK,82.0,2024/10/25,16:14 WIB,-3.0,82.0,88.0,81.0,45853800,,,,,,,
GLENL.XC,402.95,2024/10/25,14:21 BST,3.4500122,398.65,403.1,397.05,2147546,,,,,,,
POLI.TA,3739.0,2024/10/22,14:24 IDT,0.0,3750.0,3760.0,3724.0,7401694,,,,,,,
CII.VN,15400.0,2024/10/25,14:45 ICT,150.0,15300.0,15600.0,15250.0,3753800,,,,,,,
HCLTECH.BO,1851.15,2024/10/25,15:29 IST,6.4000244,1858.0,1871.55,1840.0,94881,,,,,,,
HHV.VN,11600.0,2024/10/25,14:45 ICT,-50.0,11700.0,11700.0,11600.0,2317800,,,,,,,
HCLTECH.NS,1852.35,2024/10/25,15:30 IST,7.449951,1860.0,1871.55,1840.2,4077919,,,,,,,
OTP.BD,19045.0,2024/10/25,14:45 CEST,345.0,18750.0,19110.0,18750.0,227435,,,,,,,
034220.KS,10110.0,2024/10/25,15:30 KST,-240.0,10380.0,10470.0,10100.0,1741590,,,,,,,
HL.BA,8210.0,2024/10/24,16:57 ART,-250.0,8370.0,8370.0,8040.0,832,,,,,,,
IJC.VN,13400.0,2024/10/25,14:45 ICT,150.0,13200.0,13450.0,13200.0,965700,,,,,,,
PFCORFICOL.CL,13100.0,2024/10/24,14:07 EDT,-240.0,0.0,0.0,0.0,0,,,,,,,
NOBU.JK,665.0,2024/10/25,16:08 WIB,-10.0,675.0,690.0,640.0,1947200,,,,,,,
ROGN.MX,6222.99,2024/10/22,08:56 CST,0.0,6222.99,6222.99,6222.99,38,,,,,,,
8725.T,3357.0,2024/10/25,15:15 JST,-55.0,3387.0,3401.0,3344.0,3789800,,,,,,,
6981.T,2755.5,2024/10/25,15:15 JST,-27.0,2774.0,2786.0,2730.0,3986700,,,,,,,
IMAS.JK,1270.0,2024/10/25,16:11 WIB,10.0,1265.0,1270.0,1250.0,571800,,,,,,,
BIRD.JK,2070.0,2024/10/25,16:12 WIB,10.0,2060.0,2090.0,2060.0,1071300,,,,,,,
CORFICOLCF.CL,14100.0,2024/10/24,15:38 EDT,-100.0,0.0,0.0,0.0,0,,,,,,,
NSSS.JK,218.0,2024/10/25,16:06 WIB,-6.0,224.0,230.0,218.0,67154800,,,,,,,
NVON.MX,2275.0,2024/10/24,11:28 CST,0.0,2280.01,2275.0,2275.0,976,,,,,,,
QUINENCO.SN,3158.8,2024/10/25,09:30 CLST,7.800049,3158.8,3158.8,3158.8,770,,,,,,,
DOID.JK,680.0,2024/10/25,16:08 WIB,-20.0,700.0,710.0,680.0,12853700,,,,,,,
BABAN.MX,1914.69,2024/10/24,13:46 CST,0.9199219,1920.0,1914.69,1914.69,3166,,,,,,,
FISH.JK,11000.0,2024/10/25,16:00 WIB,0.0,11000.0,11000.0,11000.0,10400,,,,,,,
AGII.JK,1720.0,2024/10/25,16:00 WIB,-10.0,1730.0,1730.0,1720.0,93800,,,,,,,
MRK.MX,2090.0,2024/10/24,11:26 CST,0.0,2102.62,2090.0,2090.0,760,,,,,,,
6367.T,17980.0,2024/10/25,15:15 JST,-105.0,18075.0,18120.0,17905.0,787100,,,,,,,
CVX.MX,2915.82,2024/10/24,08:57 CST,0.0,2999.99,2915.82,2915.82,129,,,,,,,
SMCI.MX,915.29,2024/10/24,13:31 CST,0.0,920.0,915.29,915.29,12732,,,,,,,
051900.KS,346000.0,2024/10/25,15:30 KST,-8500.0,354000.0,354500.0,343000.0,47924,,,,,,,
TMUS.MX,4606.76,2024/10/24,13:44 CST,0.0,4556.0,4606.76,4606.76,4495,,,,,,,
NKG.VN,20450.0,2024/10/25,14:45 ICT,0.0,20500.0,20700.0,20450.0,2054500,,,,,,,
051905.KS,149700.0,2024/10/25,15:30 KST,-2400.0,152700.0,152700.0,149400.0,2321,,,,,,,
079550.KS,249000.0,2024/10/25,15:30 KST,-3000.0,251500.0,253000.0,245000.0,120761,,,,,,,
6702.T,2978.0,2024/10/25,15:15 JST,-19.5,2989.5,3000.0,2955.5,3065800,,,,,,,
OMU.JO,1219.0,2024/10/25,15:06 SAST,-21.0,1220.0,1248.0,1208.0,6700853,,,,,,,
CRM.MX,5711.0,2024/10/24,13:33 CST,0.0,5705.0,5711.0,5711.0,1043,,,,,,,
NT2.VN,19050.0,2024/10/25,14:45 ICT,-200.0,19250.0,19250.0,19050.0,166100,,,,,,,
BCG.VN,6190.0,2024/10/25,14:45 ICT,-30.0,6230.0,6230.0,6140.0,2311400,,,,,,,
TDM.VN,50100.0,2024/10/25,14:45 ICT,0.0,50100.0,50100.0,49600.0,3100,,,,,,,
LUMI.TA,3645.0,2024/10/22,14:24 IDT,0.0,3680.0,3696.0,3645.0,2847324,,,,,,,
BIPI.JK,80.0,2024/10/25,16:14 WIB,-3.0,83.0,88.0,80.0,159837700,,,,,,,
006800.KS,9160.0,2024/10/25,15:30 KST,120.0,9010.0,9220.0,9000.0,1152210,,,,,,,
DRMA.JK,1180.0,2024/10/25,16:14 WIB,-5.0,1185.0,1190.0,1175.0,1080600,,,,,,,
ARNA.JK,780.0,2024/10/25,16:11 WIB,10.0,770.0,780.0,760.0,6507800,,,,,,,
047810.KS,57200.0,2024/10/25,15:30 KST,0.0,56800.0,57900.0,56200.0,493878,,,,,,,
BERK34.SA,130.3,2024/10/25,10:04 BRT,0.5,130.16,130.3,130.16,884,,,,,,,
